_id,did,m,noId,pid,serial,ts_day
23142c5a4fee7ac757a167bc255284ae,null,"[{""v"":0,""p0"":0,""pac"":0,""tw"":0,""ar"":null,""rr"":null,""t"":0,""ts"":{""$date"":""2023-02-09T07:58:58.773Z""}}]",true,80b66cec-0907-4cbe-a953-6028cd8d4d1c,N/A-ID2502B1A1,2023-02-09T00:00:00.000Z
bb4f006075043026aedbb42451ef5b3b,63e4d47cd79747e38aa73526,"[{""v"":328.2,""p0"":1216,""pac"":-1140.01,""tw"":400,""ar"":null,""rr"":null,""t"":136.2,""ts"":{""$date"":""2023-02-09T08:13:05.802Z""}},{""v"":329.15,""p0"":1304,""pac"":1244,""tw"":400,""ar"":null,""rr"":null,""t"":136.5,""ts"":{""$date"":""2023-02-09T08:17:01.236Z""}},{""v"":378.25,""p0"":2895,""pac"":2811,""tw"":2900,""ar"":100,""rr"":100,""t"":142.2,""ts"":{""$date"":""2023-02-09T09:31:33.926Z""}},{""v"":366.3,""p0"":3379,""pac"":3292,""tw"":4400,""ar"":100,""rr"":100,""t"":144.9,""ts"":{""$date"":""2023-02-09T10:06:34.316Z""}},{""v"":373.2,""p0"":3461,""pac"":3358,""tw"":4900,""ar"":100,""rr"":100,""t"":145.2,""ts"":{""$date"":""2023-02-09T10:11:34.389Z""}},{""v"":373.25,""p0"":3558,""pac"":3466,""tw"":5500,""ar"":100,""rr"":100,""t"":146.2,""ts"":{""$date"":""2023-02-09T10:26:34.448Z""}},{""v"":375.75,""p0"":3669,""pac"":3568,""tw"":6600,""ar"":100,""rr"":100,""t"":147.2,""ts"":{""$date"":""2023-02-09T10:46:34.471Z""}},{""v"":373.25,""p0"":3774,""pac"":3673,""tw"":7200,""ar"":100,""rr"":100,""t"":147.4,""ts"":{""$date"":""2023-02-09T10:51:34.577Z""}},{""v"":373.2,""p0"":3776,""pac"":3670,""tw"":7200,""ar"":100,""rr"":100,""t"":147.6,""ts"":{""$date"":""2023-02-09T10:56:34.654Z""}},{""v"":381.3,""p0"":3733,""pac"":3636,""tw"":7800,""ar"":100,""rr"":100,""t"":147.9,""ts"":{""$date"":""2023-02-09T11:04:17.762Z""}},{""v"":368.25,""p0"":3783,""pac"":3682,""tw"":8400,""ar"":100,""rr"":100,""t"":148.1,""ts"":{""$date"":""2023-02-09T11:14:17.856Z""}},{""v"":368.25,""p0"":3727,""pac"":3629,""tw"":9100,""ar"":100,""rr"":100,""t"":148.3,""ts"":{""$date"":""2023-02-09T11:19:17.896Z""}},{""v"":358.2,""p0"":3648,""pac"":3525,""tw"":9100,""ar"":100,""rr"":100,""t"":148.3,""ts"":{""$date"":""2023-02-09T11:24:18.026Z""}},{""v"":343.25,""p0"":3509,""pac"":3407,""tw"":9600,""ar"":100,""rr"":100,""t"":148.3,""ts"":{""$date"":""2023-02-09T11:29:18.010Z""}},{""v"":328.2,""p0"":3209,""pac"":3115,""tw"":10200,""ar"":100,""rr"":100,""t"":148.2,""ts"":{""$date"":""2023-02-09T11:44:18.184Z""}},{""v"":315.65,""p0"":3102,""pac"":3008,""tw"":10700,""ar"":100,""rr"":100,""t"":148.1,""ts"":{""$date"":""2023-02-09T11:49:18.172Z""}},{""v"":308.15,""p0"":2971,""pac"":2882,""tw"":11200,""ar"":100,""rr"":100,""t"":148,""ts"":{""$date"":""2023-02-09T11:59:18.341Z""}},{""v"":298.15,""p0"":2714,""pac"":2620,""tw"":11200,""ar"":100,""rr"":100,""t"":147.9,""ts"":{""$date"":""2023-02-09T12:04:18.423Z""}},{""v"":288.65,""p0"":1604,""pac"":1546,""tw"":12000,""ar"":100,""rr"":100,""t"":146.2,""ts"":{""$date"":""2023-02-09T12:19:18.534Z""}},{""v"":292.95,""p0"":1388,""pac"":1351,""tw"":12000,""ar"":100,""rr"":100,""t"":145.5,""ts"":{""$date"":""2023-02-09T12:24:18.608Z""}},{""v"":289.45,""p0"":1327,""pac"":1289,""tw"":12200,""ar"":100,""rr"":100,""t"":144.7,""ts"":{""$date"":""2023-02-09T12:29:18.607Z""}},{""v"":293.15,""p0"":2228,""pac"":2174,""tw"":12900,""ar"":100,""rr"":100,""t"":144.2,""ts"":{""$date"":""2023-02-09T13:04:18.985Z""}},{""v"":293.2,""p0"":2324,""pac"":2251,""tw"":13200,""ar"":100,""rr"":100,""t"":144.6,""ts"":{""$date"":""2023-02-09T13:09:18.956Z""}},{""v"":323.25,""p0"":2489,""pac"":2411,""tw"":13600,""ar"":100,""rr"":100,""t"":145.5,""ts"":{""$date"":""2023-02-09T13:24:19.033Z""}},{""v"":315.65,""p0"":2160,""pac"":2090,""tw"":14800,""ar"":100,""rr"":100,""t"":145.4,""ts"":{""$date"":""2023-02-09T13:54:19.444Z""}},{""v"":333.25,""p0"":1989,""pac"":1920,""tw"":15100,""ar"":100,""rr"":100,""t"":145,""ts"":{""$date"":""2023-02-09T14:04:19.598Z""}},{""v"":343.25,""p0"":1802,""pac"":1748,""tw"":15500,""ar"":100,""rr"":100,""t"":144.7,""ts"":{""$date"":""2023-02-09T14:14:19.498Z""}},{""v"":313.15,""p0"":1571,""pac"":1518,""tw"":15700,""ar"":100,""rr"":100,""t"":144.2,""ts"":{""$date"":""2023-02-09T14:24:19.724Z""}},{""v"":320.7,""p0"":1449,""pac"":1411,""tw"":16000,""ar"":100,""rr"":100,""t"":144,""ts"":{""$date"":""2023-02-09T14:29:19.766Z""}},{""v"":315.7,""p0"":1213,""pac"":1175,""tw"":16200,""ar"":100,""rr"":100,""t"":143.4,""ts"":{""$date"":""2023-02-09T14:39:19.923Z""}},{""v"":304.1,""p0"":937,""pac"":907,""tw"":16400,""ar"":100,""rr"":100,""t"":142.7,""ts"":{""$date"":""2023-02-09T14:49:19.926Z""}},{""v"":303.2,""p0"":867,""pac"":830,""tw"":16400,""ar"":100,""rr"":100,""t"":142.3,""ts"":{""$date"":""2023-02-09T14:54:20.011Z""}},{""v"":323.25,""p0"":615,""pac"":589,""tw"":16500,""ar"":100,""rr"":100,""t"":141.7,""ts"":{""$date"":""2023-02-09T15:04:20.002Z""}},{""v"":345.7,""p0"":462,""pac"":455,""tw"":16700,""ar"":100,""rr"":100,""t"":140.8,""ts"":{""$date"":""2023-02-09T15:19:20.167Z""}},{""v"":343.2,""p0"":388,""pac"":383,""tw"":16700,""ar"":100,""rr"":100,""t"":140.6,""ts"":{""$date"":""2023-02-09T15:24:20.165Z""}},{""v"":345.85,""p0"":275,""pac"":274,""tw"":16800,""ar"":100,""rr"":100,""t"":140,""ts"":{""$date"":""2023-02-09T15:34:20.304Z""}},{""v"":392.95000000000005,""p0"":147,""pac"":143,""tw"":16800,""ar"":100,""rr"":100,""t"":139.3,""ts"":{""$date"":""2023-02-09T15:49:20.523Z""}},{""v"":345.15,""p0"":35,""pac"":9,""tw"":16900,""ar"":100,""rr"":100,""t"":138.5,""ts"":{""$date"":""2023-02-09T16:09:20.663Z""}},{""v"":148.3,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":137.9,""ts"":{""$date"":""2023-02-09T16:24:20.908Z""}},{""v"":6,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":137.4,""ts"":{""$date"":""2023-02-09T16:29:21.007Z""}},{""v"":2.85,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":135.5,""ts"":{""$date"":""2023-02-09T16:44:21.222Z""}},{""v"":2.85,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":135.1,""ts"":{""$date"":""2023-02-09T16:49:21.244Z""}},{""v"":2.8,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":134.8,""ts"":{""$date"":""2023-02-09T16:54:21.306Z""}},{""v"":2.85,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":134.5,""ts"":{""$date"":""2023-02-09T16:59:21.396Z""}},{""v"":2.85,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":134,""ts"":{""$date"":""2023-02-09T17:09:21.476Z""}},{""v"":2.85,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":133.3,""ts"":{""$date"":""2023-02-09T17:29:21.678Z""}},{""v"":2.8,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":132.9,""ts"":{""$date"":""2023-02-09T17:39:21.780Z""}},{""v"":2.8,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":132.4,""ts"":{""$date"":""2023-02-09T17:59:22.070Z""}},{""v"":2.8,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":132.3,""ts"":{""$date"":""2023-02-09T18:04:22.033Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":132,""ts"":{""$date"":""2023-02-09T18:19:22.180Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":131.9,""ts"":{""$date"":""2023-02-09T18:24:22.304Z""}},{""v"":1.9,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":131.5,""ts"":{""$date"":""2023-02-09T18:44:22.547Z""}},{""v"":1.9,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":131.5,""ts"":{""$date"":""2023-02-09T18:49:22.617Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":131.4,""ts"":{""$date"":""2023-02-09T18:59:22.604Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":131.1,""ts"":{""$date"":""2023-02-09T19:14:22.779Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":131,""ts"":{""$date"":""2023-02-09T19:19:22.736Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":130.6,""ts"":{""$date"":""2023-02-09T19:44:22.960Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":130.6,""ts"":{""$date"":""2023-02-09T19:54:23.074Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":130.5,""ts"":{""$date"":""2023-02-09T20:04:23.164Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":130.4,""ts"":{""$date"":""2023-02-09T20:14:23.245Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":130.3,""ts"":{""$date"":""2023-02-09T20:19:23.354Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":130.2,""ts"":{""$date"":""2023-02-09T20:24:23.347Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":130.2,""ts"":{""$date"":""2023-02-09T20:29:23.423Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":130.2,""ts"":{""$date"":""2023-02-09T20:34:23.382Z""}},{""v"":1.9,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":130.1,""ts"":{""$date"":""2023-02-09T20:39:23.493Z""}},{""v"":1.9,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":130,""ts"":{""$date"":""2023-02-09T20:54:23.640Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":130,""ts"":{""$date"":""2023-02-09T20:59:23.764Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":129.9,""ts"":{""$date"":""2023-02-09T21:19:23.935Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":129.8,""ts"":{""$date"":""2023-02-09T21:29:24.131Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":129.8,""ts"":{""$date"":""2023-02-09T21:34:24.187Z""}},{""v"":1.9,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":129.7,""ts"":{""$date"":""2023-02-09T21:44:24.386Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":129.7,""ts"":{""$date"":""2023-02-09T21:54:24.536Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":16900,""ar"":100,""rr"":100,""t"":129.6,""ts"":{""$date"":""2023-02-09T22:04:24.673Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":0,""ar"":100,""rr"":100,""t"":129.5,""ts"":{""$date"":""2023-02-09T22:29:24.995Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":0,""ar"":100,""rr"":100,""t"":129.4,""ts"":{""$date"":""2023-02-09T22:44:25.111Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":0,""ar"":100,""rr"":100,""t"":129.4,""ts"":{""$date"":""2023-02-09T22:49:25.221Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":0,""ar"":100,""rr"":100,""t"":129.4,""ts"":{""$date"":""2023-02-09T22:54:25.311Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":0,""ar"":100,""rr"":100,""t"":129.4,""ts"":{""$date"":""2023-02-09T23:04:25.415Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":0,""ar"":100,""rr"":100,""t"":129.4,""ts"":{""$date"":""2023-02-09T23:09:25.602Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":0,""ar"":100,""rr"":100,""t"":129.4,""ts"":{""$date"":""2023-02-09T23:14:25.607Z""}},{""v"":1.9,""p0"":0,""pac"":0,""tw"":0,""ar"":100,""rr"":100,""t"":129.4,""ts"":{""$date"":""2023-02-09T23:19:25.667Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":0,""ar"":100,""rr"":100,""t"":129.3,""ts"":{""$date"":""2023-02-09T23:24:25.738Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":0,""ar"":100,""rr"":100,""t"":129.3,""ts"":{""$date"":""2023-02-09T23:29:25.734Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":0,""ar"":100,""rr"":100,""t"":129.3,""ts"":{""$date"":""2023-02-09T23:34:25.839Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":0,""ar"":100,""rr"":100,""t"":129.4,""ts"":{""$date"":""2023-02-09T23:39:25.874Z""}},{""v"":1.85,""p0"":0,""pac"":0,""tw"":0,""ar"":100,""rr"":100,""t"":129.3,""ts"":{""$date"":""2023-02-09T23:44:25.942Z""}},{""v"":1.9,""p0"":0,""pac"":0,""tw"":0,""ar"":100,""rr"":100,""t"":129.3,""ts"":{""$date"":""2023-02-09T23:49:26.082Z""}},{""v"":1.9,""p0"":0,""pac"":0,""tw"":0,""ar"":100,""rr"":100,""t"":129.3,""ts"":{""$date"":""2023-02-09T23:54:26.086Z""}},{""v"":1.9,""p0"":0,""pac"":0,""tw"":0,""ar"":100,""rr"":100,""t"":129.3,""ts"":{""$date"":""2023-02-09T23:59:26.239Z""}}]",true,80b66cec-0907-4cbe-a953-6028cd8d4d1c,2205296340,2023-02-09T00:00:00.000Z
